1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,run,cl
2.003862025412972263e-04,3.887717477116947248e-03,7.340242478738391238e-03,1.029975631535209879e-02,2.275529261612650432e-05,3.844916258481968774e-04,1.801821281634904959e-02,1.675850194038654151e-02,1.136895240181462193e-04,3.142153414723293514e-02,1.538931872086466004e-05,1.628315930412856799e-02,2.064284622399375699e-02,2.241327732325213914e-02,4.526345839721306052e-02,4.898832697485847043e-02,6.624213561495289283e-11,6.690973670209916790e-02,3.494084338902663650e-02,9.087582599877757172e-19,4.195179042242143212e-03,6.720774772735639904e-03,3.089755990582195022e-02,4.351837670629787686e-06,1.410367331280341745e-02,3.308635472309853776e-02,5.028761896803609320e-03,3.046363990489060064e-02,2.628181741898081430e-02,2.035410138725912352e-02,2.737135205937384736e-05,1.160600512614692013e-02,4.950503266191717822e-02,4.605986221374023832e-06,1.946572587956621253e-03,3.586337535841609830e-02,2.811775211108152959e-03,1.072342171255540002e-05,9.066219986399176242e-03,2.706288990189171725e-02,9.303856699890342835e-03,1.126889923811316523e-02,7.376351544203476579e-06,5.412482165488619046e-02,2.464500656145844973e-02,9.944369793187367995e-03,2.239972952304873990e-02,6.391528378850113009e-04,8.262845689277177001e-04,5.484772930298676373e-03,1.330895669831588107e-02,1.676455137955438351e-02,7.687413778075990165e-07,1.511538595195858863e-02,1.877353051203404358e-05,6.147760431316276475e-02,5.360073473817516393e-02,5.153354059457288666e-05,5.728661478156541550e-07,1.159387526519319132e-09,2.584899580755210813e-02,4.813282844279374167e-04,1.781902756906300622e-02,3.922383944660325431e-03,1.000000000000000000e+00,1.000000000000000000e+00
2.917455757165304767e-06,5.180379479973450265e-06,5.125612142203698346e-03,7.368708074362294302e-02,3.446612614591847731e-05,9.173794606981377738e-06,3.998352354299100631e-03,3.089633682070171486e-02,2.763761164111561575e-04,1.488032896932630147e-02,1.427764160052409531e-05,5.679670549927748682e-03,1.190561116566228247e-02,9.725445930798271021e-02,7.497848510438566427e-02,5.953331513649823964e-02,5.844652161935779685e-05,2.721327950842945473e-02,2.598642591270272292e-02,1.574096758904832208e-02,3.771223085149335436e-02,8.910485907077460614e-06,3.019322741469642260e-02,1.763563935636610074e-04,1.161946778306402906e-03,5.058609692036536925e-06,1.008743510043235737e-02,1.255903117395607699e-02,1.726353264588428860e-02,7.920488588890059814e-03,2.699786775515044610e-05,3.817725943789419016e-04,5.214017154365549467e-02,1.089568814341994839e-02,2.880523369713877853e-03,3.116292693206175121e-02,1.296303945529487774e-03,4.622190114574370803e-03,6.841357606105641365e-02,3.186267794468332359e-02,8.733165842262941533e-07,3.424190073921653057e-05,4.332078075660519140e-02,7.200260640599625067e-07,3.743001159794548312e-05,5.789326592750007952e-03,1.073584936402655760e-02,3.248512391781197372e-06,2.378347828738007139e-02,2.360372997246073731e-02,1.124127764319610796e-03,2.909406354953394166e-03,6.719974491984134074e-03,4.134732771103414445e-02,1.438606135392221565e-03,4.298035889913083551e-02,9.155361489561491704e-05,4.750327808183445801e-05,5.921097148708652546e-04,1.640633879979783161e-02,2.573351630578021723e-11,2.944233887157598128e-04,1.121243301735651853e-13,1.068678118031592301e-02,1.000000000000000000e+00,2.000000000000000000e+00
4.459022481851610017e-06,9.812118196430545810e-05,1.559471341527882832e-02,6.840113570698946877e-02,3.756985570621469331e-05,6.439691719665089449e-04,1.638479712150962830e-02,2.517274775531874037e-02,4.059440121994302120e-06,6.655477314571943935e-03,1.032185745575880595e-02,2.582949693636377685e-03,3.376099051784902522e-02,1.645719655642035456e-02,7.583202274544076360e-02,1.343436235135798962e-01,6.907756810966656381e-04,2.240201286033058348e-02,1.450955071990661302e-02,1.460572466637313077e-02,6.132266869256175652e-03,1.293683256007853270e-02,1.865802625906224504e-02,4.808168999006240396e-02,6.083743927010242837e-03,2.592533154482625207e-03,6.023118935794482751e-03,6.533247440390665180e-04,2.419185232457272614e-02,2.160496930560209736e-02,3.628196366955844490e-04,1.306043620506404379e-02,7.227759901072994264e-02,4.113805088233629496e-03,1.498381716479066893e-02,1.069682977741225581e-02,4.088049000587010297e-05,6.818214969793516544e-02,1.206707139653995405e-02,1.541499441412582348e-02,3.987716274304310302e-10,2.601987095589496091e-02,2.451973254364974222e-02,1.001142295259442420e-02,1.368519223542918667e-03,5.841404383147090137e-03,3.281635295289028233e-03,2.731234295668885236e-04,2.166701918452891367e-04,9.066667506071436969e-03,8.120412689612133744e-06,3.606358718176090605e-02,7.497419985247852879e-03,4.920654337742584768e-03,6.752125759356139047e-03,2.014258221315893757e-02,7.629690978658110884e-03,5.057084476574623400e-03,3.475457340917736905e-04,1.314249099291628155e-11,4.007065172785821592e-07,5.379607854318205380e-03,8.939618114740303934e-03,3.832632188461860044e-12,1.000000000000000000e+00,3.000000000000000000e+00
2.302377489148154775e-09,1.920624746700999102e-27,2.506855159011808429e-02,4.019119591597797303e-02,2.060599734295057248e-03,4.453190909567203268e-08,9.692555947254995197e-03,3.708575914450942812e-02,1.258443104648101006e-10,4.898816453431977143e-03,3.769044390792359755e-11,8.649748794766573426e-05,6.483146846079164416e-02,4.441399667476552543e-02,6.152451354552843088e-02,7.410602990485067043e-02,1.093099749586735892e-02,1.370929580807860315e-01,6.558287762850950608e-02,4.332317236947818488e-04,6.924942661185116846e-14,4.805497586477250582e-10,4.155739492994744988e-02,9.179772290216936903e-09,3.001028868172989259e-13,6.147399646543168401e-03,6.761083394053788061e-03,4.180126017213991324e-02,3.590613122514088595e-02,4.368606096821407367e-03,9.940137168941240556e-12,5.093511761588098360e-03,2.767606898970988508e-02,3.962890519815507282e-09,6.879749940062137421e-16,6.997010982633211640e-02,2.406597659468903512e-06,5.695844480959900079e-20,2.164025587760659911e-02,3.631640153008740962e-02,1.793019013030406121e-10,9.712315812444757531e-04,3.911441222449699162e-03,4.801764275258138363e-03,4.552099211266467225e-12,9.975860091997577198e-24,2.051747063301036580e-02,2.654360585934169170e-08,7.308225935722986732e-03,1.724371531813795702e-18,5.162344007114391675e-03,2.253165000917712657e-15,2.002712927180483400e-16,1.170473106067807835e-02,4.722311285018776354e-05,3.470270889885545412e-02,3.041943162519348751e-03,1.105565690779063358e-25,1.033702227545503065e-07,6.949019820092848521e-03,5.148491570694804704e-16,1.919994129920429540e-18,5.128205136762951921e-03,2.051282058845206938e-02,1.000000000000000000e+00,4.000000000000000000e+00
1.667299732692845149e-02,1.113942854403165636e-02,2.453878746503323702e-02,3.481664009124665893e-02,2.679447990919228891e-25,8.606534677079054601e-05,1.423256010836144309e-02,5.342635110938934867e-02,4.245499774818480552e-08,4.557176371375109302e-19,1.559893809923438776e-02,2.296657694990049056e-02,6.073480786078305077e-02,3.382605697484023649e-02,4.575100176698848609e-02,5.171757452407356459e-02,2.547113168064959513e-28,6.104401248545333891e-02,3.053418190657870845e-02,7.607462663496310576e-03,3.565980499308909984e-20,7.314639447983565558e-03,3.078611289029598366e-02,7.793494062255001663e-06,2.708045140167059800e-02,4.528157710155043814e-02,7.684932508531405575e-03,3.219890779976081197e-02,4.007910634219570556e-02,2.756054804565261551e-05,1.181486997892945366e-15,1.276983583020512329e-05,1.526717676459429969e-02,1.647049535048501718e-07,1.868916383998773473e-10,3.054340778693169500e-02,2.794545140045302433e-20,2.339445254848956934e-02,1.526695839741687433e-02,6.106998192009421844e-02,5.761032678527827806e-03,7.944204764026923174e-03,1.677588628997194162e-20,4.809149283151253221e-11,3.984878110852919150e-05,1.907009619342001083e-02,3.812923065572965120e-02,5.727442640993417356e-20,1.526754264249042571e-02,1.839071292920523172e-19,7.624133321660472515e-03,3.010925573653524205e-06,7.930151458948648049e-03,8.612366691689547419e-31,2.971320529142708696e-32,1.207376808463231192e-02,7.620881655377162618e-03,8.829941533978374584e-11,2.469976547095559242e-14,4.341881956213477015e-03,7.637740433599941176e-03,8.625477585238812676e-38,1.526717566592424892e-02,3.057982128894362606e-02,2.000000000000000000e+00,1.000000000000000000e+00
1.356807660509327593e-03,4.301264950561058287e-15,4.354727789061533377e-02,4.488402249529357263e-02,3.042931992160135520e-06,2.653931143706021040e-03,4.224393548495801362e-08,6.069791140804693674e-02,7.068473900605131734e-03,4.793161479364044762e-03,5.918050386721774942e-12,1.496488317240745637e-03,1.554568061907844222e-05,8.812343494516752807e-02,8.822892188209745246e-02,7.407382527081714241e-02,1.997934167786965740e-02,2.207735495946960835e-02,9.294748032960487016e-03,4.161374489859462691e-03,1.626516688241820248e-03,1.590437468058373734e-17,4.676693069247427233e-03,2.138317297889565384e-09,6.507040762338685883e-07,6.722360687702365681e-03,7.021095632634433111e-12,3.504867594542460801e-02,5.186406926269392786e-02,1.348769440277792359e-02,3.048611587121327282e-14,3.588398167802436031e-03,5.085294704454031839e-02,6.930189113540822290e-21,2.952340838659743994e-04,4.653684135655330664e-03,2.585068517192022630e-02,4.060454951747069843e-03,5.242569305183537864e-02,5.104780283369775989e-02,1.789560832721411726e-02,1.663715367179550897e-23,5.745356033531411055e-02,2.861107217790568344e-04,6.783115615554958102e-06,1.472606739352915958e-19,5.315013128772003853e-03,6.727632603790460434e-07,4.660129614126926230e-03,1.824466616183458359e-02,8.061775809919398692e-10,5.319693761854656956e-03,9.565928529224052635e-15,9.037629832042572142e-03,5.698772043435667043e-05,5.731448805458504853e-02,2.626836426459248572e-03,8.247417705348396687e-34,2.081436172808691046e-10,8.979267668046554685e-03,4.175565929206699835e-26,6.238302811383132813e-03,1.395349027912034037e-02,1.395348950113736892e-02,2.000000000000000000e+00,2.000000000000000000e+00
3.996946571418572708e-02,3.603536775416763677e-02,7.070631197591800843e-06,2.916602229708878738e-02,1.290929147818531729e-09,1.519140909980098465e-02,1.233429222740941981e-05,1.136480432619534769e-02,2.477112357153410035e-02,7.195992079863350321e-02,5.557409955597467175e-04,8.250921257403665042e-04,2.055937142880057480e-02,3.111188351012432809e-02,1.621148235169830865e-02,2.024158825223761893e-01,3.245917387892222355e-06,1.761872790242769229e-02,5.127438480605784124e-03,1.445580790122968142e-09,2.990494591538186281e-02,1.683537166856286406e-12,3.106404746837704983e-02,6.215779409382098267e-08,3.081921718508670929e-02,8.151680958699501192e-18,8.030088406256767272e-03,2.863127674671622075e-02,1.570973695549112911e-02,1.483262578719102449e-02,1.595970718756850857e-09,7.800605833214679929e-03,2.588500623151438612e-02,4.581866568259782984e-13,1.994875446766803881e-02,3.308046863332349957e-02,2.104127139019330503e-02,5.420212881522230158e-02,2.429887303814001753e-02,2.685938518694055629e-02,6.005239236114174976e-03,3.165639885905182586e-03,3.572132411081562018e-03,1.293685199784064439e-02,2.365709499898007739e-09,9.669126452545013725e-03,3.307033138080198366e-15,1.077000245036984228e-14,9.456300281411545924e-03,1.185580593548590732e-13,1.271244960285135311e-07,1.559877359841432831e-02,2.055036235775682500e-03,9.224723068431030584e-03,2.248383272609560814e-15,1.198986727368796544e-04,1.013169053000874441e-08,1.498906533094048440e-06,8.562595427928418359e-13,1.113871027536380989e-15,8.783334430389200254e-03,2.073305237704040480e-16,6.364518057100199133e-03,1.803190486994697000e-02,2.000000000000000000e+00,3.000000000000000000e+00
1.440620782145641674e-08,3.374124506575977958e-08,2.216005289927974742e-02,2.509644925950949360e-02,7.054164322962859501e-03,2.063356384451931966e-02,2.591202628505004398e-07,4.931487384059548423e-02,2.429501358091927049e-05,3.635073448399814972e-02,1.424491928541832785e-02,2.632324098572188381e-02,5.028879289112880152e-02,5.479767810940977535e-02,2.094499155191518677e-02,3.175429829390850889e-02,2.125920000405659427e-02,3.450776085826813555e-02,4.926720015357133331e-02,8.972442586741919551e-03,3.653454704073276115e-11,1.070040146753284344e-05,3.816681992754934055e-02,2.037019177117659237e-03,1.720083960746625936e-04,6.307548208604363445e-03,1.575588331318493809e-02,5.485180826181938057e-02,2.109748249676372117e-02,6.882612289185030508e-07,5.884383780397986869e-06,8.699837188800087250e-05,2.627148947072581800e-02,1.469949274527989768e-04,1.424704030939255572e-02,1.472712805795446840e-02,1.778585962133013773e-02,1.039480966392071624e-11,3.040476984429810528e-02,5.876419764034535725e-02,3.529357688290733167e-05,1.975081334035407385e-12,1.029803975519955582e-02,6.689576297711767183e-21,1.948943209669889987e-02,1.437866764017726486e-02,1.424909687975810593e-02,3.516027071272199261e-07,3.123851712802149308e-04,6.498506349324200022e-03,7.050919614600642191e-03,1.247913513777802625e-10,2.412354865781939369e-21,1.873696441140203228e-02,9.376490858905154810e-03,3.978610345049424235e-02,9.824361983381266590e-08,7.537122256581644736e-14,1.036709994182082040e-02,2.009907998397355081e-02,5.224340233351192265e-21,1.323266231355733902e-02,1.408450705457987145e-02,2.816901415796670485e-02,2.000000000000000000e+00,4.000000000000000000e+00
4.020164095799986549e-03,1.291699098425587791e-02,5.746227865798383093e-03,3.385660864261223063e-02,2.476577176558511181e-04,1.266480767907548371e-04,3.342431618118288372e-02,5.007801902052210624e-02,5.624857419842603859e-03,1.398922004159170764e-02,2.049220051857078909e-02,4.459350853456536118e-02,8.048446048210939480e-03,3.899772433641705838e-02,3.928608728435844383e-02,5.685167214002690567e-02,1.148031487573246195e-04,3.557592607206472302e-02,3.477780053878005290e-02,3.198779122124087437e-03,1.202550962424006609e-02,3.323492150626097905e-03,4.004549619575914488e-02,2.062345483119597646e-04,2.085600892090984718e-02,8.762330101248091106e-04,3.809753467281105227e-02,1.256762185333753536e-02,5.231702544907755603e-02,2.055528421354979596e-02,1.229754211352823484e-03,8.520785207924735276e-04,3.759103813443926551e-02,6.132404374731561473e-04,9.677240039444111319e-03,2.175770916201603782e-03,1.007326903912372958e-02,8.972428474628101752e-03,2.346271730043389403e-02,3.165620096183006937e-02,1.560560806195373501e-05,1.544115704331671095e-03,1.273690570735553501e-02,9.836938865965469403e-03,3.312425651137820230e-03,4.330999742769129496e-03,3.623211512207294427e-02,5.006587675470908433e-04,1.781299036400596503e-02,1.880093974703085646e-02,5.801058141904917066e-03,2.986706671443302777e-02,1.629214966591548130e-02,8.590787805435144697e-03,3.061806643957112276e-03,2.846294457971384334e-02,6.087219160297281141e-03,7.560002544856943112e-03,6.693443891632400113e-05,2.341050944561316597e-04,4.469571742650930209e-04,1.690834773518440056e-03,1.408461916290816747e-02,3.487982354748623854e-03,3.000000000000000000e+00,1.000000000000000000e+00
1.209927217706055144e-02,1.276795358874584056e-02,3.122044632201560060e-02,6.869615389493421986e-02,2.840467117020109933e-08,7.764637806811857355e-03,1.960979081269593680e-02,4.284166491626738987e-02,6.166097284394706293e-03,2.747731162553186408e-03,1.333642062419730309e-03,1.987268760062714176e-02,1.160293793361252650e-02,3.024743636255225465e-02,7.389987280079156340e-02,4.412921294558367485e-02,2.511903790709764348e-16,1.284143798152860907e-02,1.696878131376319473e-02,1.016065521337627432e-02,1.249352497772246960e-02,3.402991722358635757e-02,2.320793587574056238e-02,6.723295435115377548e-03,1.870761796152409576e-02,1.351985037578790246e-02,5.260811749088357102e-03,3.184343503362474515e-02,4.927274656418798027e-02,2.134535350392669645e-02,1.463063274099055227e-08,6.108793406842189661e-03,3.088997801757870434e-02,8.072233950285636478e-03,8.516561082082978185e-03,2.155592258258947139e-02,1.445759580245340077e-02,1.189128925887910151e-02,8.993048874772691798e-03,2.249325477210300378e-02,2.510223579915222408e-03,1.203382751918848949e-02,7.427461012529395709e-03,1.517879476649450221e-02,3.926888025981824237e-03,2.359758843788271193e-02,3.063597033365814820e-02,1.688248832974082988e-03,1.397261176376389698e-02,4.105926793673908372e-11,5.919928861514480063e-03,1.141348357630441596e-02,1.039871137245780737e-02,5.139167582497376763e-03,8.728559720607831433e-10,2.380509115002987092e-02,6.504309733317353674e-03,2.062799321950076897e-02,3.654062071167063736e-06,2.548057811366190219e-03,5.348823828263430877e-03,2.377694342539571435e-03,1.164742383196268154e-02,8.940423778941126304e-03,3.000000000000000000e+00,2.000000000000000000e+00
